bash-linux	skills/runtime/bash-linux/SKILL.md	/home/marcelo-karval/.codex/skills/bash-linux/SKILL.md	d9efb0766221dcd6f94b10dad51eae62319beb836add1f9e4db8b3eacd6df937	Codex-native Bash and Linux shell patterns for safe inspection, automation, and project-aligned command-line workflows.
better-auth-patterns	skills/security/better-auth-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/better-auth-patterns/SKILL.md	2490d911a431a6bc73ee505f5c55ad115fa3facf25e7f6237a712970033ff06c	Optional Better Auth guidance for Next.js fullstack profiles, covering server-side session authority, action re-authentication, callbacks, provider configuration, and auth runtime proof.
bullmq-patterns	skills/runtime/bullmq-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/bullmq-patterns/SKILL.md	c6d63623b6a02b3e3f4a60e65db5e53e295b2a5b76a4e2d6acd696c48eabf904	Optional BullMQ guidance for Redis-backed jobs, queues, workers, retries, idempotency, concurrency, and operational proof.
celery-tasks	skills/backend/celery-tasks/SKILL.md	/home/marcelo-karval/.codex/skills/celery-tasks/SKILL.md	1680940369e42dc712becac3cc5e0ed18c294ee5b2d19a9b90382e945992bde7	Codex-native Celery task patterns for queue selection, broker/result backend posture, worker lifecycle, beat schedules, retry/ack behavior, idempotency, and thin task-to-service delegation.
clerk-patterns	skills/security/clerk-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/clerk-patterns/SKILL.md	2705883169f96de476a2366449381ecc742250c936fa1abc3fa6c59a97281093	Optional Clerk guidance for Next.js fullstack profiles, covering middleware, server-side auth, webhook sync, organization/tenant authorization, and provider proof.
code-audit	skills/review/code-audit/SKILL.md	/home/marcelo-karval/.codex/skills/code-audit/SKILL.md	78162d5824394845039b692c7a4ad0ad197f9f9fcf660337d5241ddaf4a0f907	Audit code and governed engineering changes across correctness, legibility, architecture, security, performance, tests, and verification evidence. Use for independent code-quality review, security-aware audit, architecture validation, compliance review, or CI quality assessment when findings need evidence-based P0-P3 severity and actionable proof.
codebase-inspection	skills/runtime/codebase-inspection/SKILL.md	/home/marcelo-karval/.codex/skills/codebase-inspection/SKILL.md	420b1054c69e563fd9c964a4cb21a9d8cd0676652b625b3f02e2ae0b7b06656d	Codex-native codebase metrics guidance using pygount or equivalent shell tooling. Use when asked for LOC counts, language breakdown, repo size, or code-vs-comment composition.
codex	skills/runtime/codex/SKILL.md	/home/marcelo-karval/.codex/skills/codex/SKILL.md	f1a75f907512e1c1a3e8b7db52c3cfd222c9fdffbe05987e9034e8c2624b006a	Use when a task explicitly concerns Codex CLI or app runtime behavior, configuration, profiles, prompt/debug introspection, or a bounded fresh-process Codex invocation; prefer native collaboration for subagents, use current source-backed options, and prove capability in a fresh process.
codex-skill-promotion-protocol	skills/governance/codex-skill-promotion-protocol/SKILL.md	/home/marcelo-karval/.codex/skills/codex-skill-promotion-protocol/SKILL.md	535f9adaec6620a0eebb52c7845610854030e63fe9148493729505ac5752979d	Accelerate-native protocol for promoting, reconciling, and optionally exporting skills from the repo-owned skill tree without making user-home catalogs authoritative.
component-extraction	skills/frontend/component-extraction/SKILL.md	/home/marcelo-karval/.codex/skills/component-extraction/SKILL.md	4e853aef074b92a79487f5b64797c5bbe9116c8ebe1636934166f6ffafb8efcd	DRY patterns for identifying and extracting reusable React components. Use when auditing pages for duplication or refactoring to shared components.
database-architect	skills/data/database-architect/SKILL.md	/home/marcelo-karval/.codex/skills/database-architect/SKILL.md	3c6b3fc79a77ef6cdf8a59460bbad0834082298d51b8ea2df762f8e888c78239	Codex-native higher-level data architecture guidance for cross-domain schema strategy, lifecycle planning, and migration-aware database decisions.
database-design	skills/data/database-design/SKILL.md	/home/marcelo-karval/.codex/skills/database-design/SKILL.md	2e0d43f02acf6992917d0caf7cb46a2638d44df21cc5fa365bbd4b050f3b403d	Codex-native schema design guidance for the Django + PostgreSQL monolith, focused on relational quality, constraints, and migration-safe evolution.
dependency-governance	skills/governance/dependency-governance/SKILL.md	/home/marcelo-karval/.codex/skills/dependency-governance/SKILL.md	03639b5b1a96b280eae281d1285d72c48a12510deb035d1b31b741fc45675674	Codex-native dependency governance. Use when adding, keeping, removing, or questioning frameworks or libraries, especially when legacy precedent, overlap, banned-for-new-code dependencies, or stack ambiguity is involved.
design-md-corpus-patterns	skills/design-system/design-md-corpus-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/design-md-corpus-patterns/SKILL.md	becfbacb7aaba206fc8308a97ab962f3288e58452ea743268ab08fab39f37a6b	Use when selecting and applying repo-local curated DESIGN.md examples as premium design influence without replacing Accelerate design-system contracts or token artifacts.
django-inertia-integration	skills/backend/django-inertia-integration/SKILL.md	/home/marcelo-karval/.codex/skills/django-inertia-integration/SKILL.md	785fec930d993638da1f8f714004b2dc119156654acf786d3d0153bd3ef6d98a	Use when Django-side Inertia integration involves render flows, props, redirects, CSRF behavior, serialization, shared props, or page-name contracts.
django-pro	skills/backend/django-pro/SKILL.md	/home/marcelo-karval/.codex/skills/django-pro/SKILL.md	6b469c3c7f2ab1dac57ae27f4bdd7c50528daa8c245b8250ce89b722e1f43043	Codex-native broader Django engineering guidance for framework-level architecture, ORM use, middleware, and project-structure concerns.
django-service-patterns	skills/backend/django-service-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/django-service-patterns/SKILL.md	5352b2d516202d9e68956feb1adc1704d037b6cfe7388adab5f5504768919b40	Codex-native Django service-layer patterns for business logic, ownership-aware access, transactions, and public-ID-safe backend workflows.
django-vite-integration	skills/backend/django-vite-integration/SKILL.md	/home/marcelo-karval/.codex/skills/django-vite-integration/SKILL.md	355e67d020f274c03b347f17e965674cf75d939cc28be96567d60798b1a5f946	Django-Vite + Inertia.js asset pipeline patterns. Use when configuring Vite build, debugging blank pages, managing dev/prod asset modes, or understanding how Django serves React assets.
dogfood	skills/runtime/dogfood/SKILL.md	/home/marcelo-karval/.codex/skills/dogfood/SKILL.md	baa78816dae21f046def55a625049aa8efd93aa2b2bbb4204ded590845f8bf90	Codex-native exploratory QA skill for web applications — navigate real flows, capture evidence, classify issues, and generate structured bug reports.
drizzle-patterns	skills/data/drizzle-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/drizzle-patterns/SKILL.md	14ca2ca5a8911904541f7911efee74d537add16f0de550a637248cc658cb8f05	Codex-native Drizzle guidance for Next.js fullstack profiles, covering schema authority, migrations, SQL ownership, transactions, query shape, and runtime driver posture.
executing-plans	skills/workflow/executing-plans/SKILL.md	/home/marcelo-karval/.codex/skills/executing-plans/SKILL.md	14eadec0c6007c2d42321898835c6b5374428fbf3b00ce1d1ebf0dd8defd9e55	Codex-native execution skill for following a written implementation plan in bounded batches with review checkpoints and verification discipline.
extract-html-design-system-v2	skills/design-system/extract-html-design-system-v2/SKILL.md	/home/marcelo-karval/.codex/skills/extract-html-design-system-v2/SKILL.md	36f97acd17a36cabf9169b26c3765e4c1d07b8e72e2aff5c098f060d1c8c3054	Use when a URL, local HTML file, raw HTML, or existing web app must become a reusable visual design-system reference and LLM-safe implementation contract.
figma-node-fidelity	skills/frontend/figma-node-fidelity/SKILL.md	/home/marcelo-karval/.codex/skills/figma-node-fidelity/SKILL.md	da92f68714e86b838b19f62c6c38ac4423f4adba39b403ddaced9849f5dda673	Use when rebuilding or refining UI from Figma MCP and visual fidelity depends on exact node hierarchy, child order, spacing, overlaps, or breakpoint-specific composition.
financial-source-truth	skills/data/financial-source-truth/SKILL.md	/home/marcelo-karval/.codex/skills/financial-source-truth/SKILL.md	c68ace458b0f9e6de4093e5181db3991da1333475b899711e07b4e599d2b62f5	Codex-native skill for bank-grade credit, balance, charge, refund, reserve, reconciliation, SQL projection, and admin observability work.
front-react-shadcn	skills/frontend/front-react-shadcn/SKILL.md	/home/marcelo-karval/.codex/skills/front-react-shadcn/SKILL.md	a8941215891ec01c5cda2cc6eb693a460664eeb9d5981aa3049225e39f73b48e	Use when the active frontend stack is React with TypeScript, shadcn/ui or Radix-style primitives, Tailwind, route/page composition, and project i18n conventions.
frontend-boundary-governance	skills/frontend/frontend-boundary-governance/SKILL.md	/home/marcelo-karval/.codex/skills/frontend-boundary-governance/SKILL.md	6dbafb1ea3a62a61d4acc2e87e50d16ff93f6b94792a9e4fba3bf4cfca57c07c	Use when frontend work needs a strict boundary between backend truth, non-visual TypeScript modules, and visual TSX surfaces, especially for page-controller drift, view-model extraction, copy leakage, and no-regression refactors.
frontend-chunk-ownership-audit	skills/frontend/frontend-chunk-ownership-audit/SKILL.md	/home/marcelo-karval/.codex/skills/frontend-chunk-ownership-audit/SKILL.md	9fe6b7b737f34656ef644ddfa030199f38b48f07d3bad98de9006befe86031a3	Use when Vite or Rollup bundle graphs show unexpected feature-to-feature edges, oversized entry chunks, or shared modules being owned by the wrong feature chunk.
frontend-component-hierarchy	skills/frontend/frontend-component-hierarchy/SKILL.md	/home/marcelo-karval/.codex/skills/frontend-component-hierarchy/SKILL.md	7666e3561aeb22ada580d73fc0c207cacec4810242b9763ae5572770169fe654	Codex-native React component hierarchy guidance for placement, import direction, extraction, and layer boundaries in the frontend codebase.
frontend-componentization-audit	skills/frontend/frontend-componentization-audit/SKILL.md	/home/marcelo-karval/.codex/skills/frontend-componentization-audit/SKILL.md	a4c866f31cbc6b000fd67f3aba78b9aa708970e4c4ea212f5ac15884f9daf47b	Use when auditing a frontend for component reuse, duplicate convergence, adopt-vs-extract decisions, raw-markup smells, helper duplication, or shared primitive gaps.
github-auth	skills/workflow/github-auth/SKILL.md	/home/marcelo-karval/.codex/skills/github-auth/SKILL.md	acee2ba37a40c02b9ebcf28d319ae024b268c4a02b9d95bb46ea46d62406640b	Codex-native GitHub authentication and capability-detection guide. Use when you need to decide between GitHub MCP, gh CLI, SSH/HTTPS git auth, or raw REST access.
github-code-review	skills/workflow/github-code-review/SKILL.md	/home/marcelo-karval/.codex/skills/github-code-review/SKILL.md	25e4b199b1de3a964528fd64e23c60e9e681c37638d2051363ff3bc1ff97cbb6	Codex-native GitHub PR and diff review guidance. Use when reviewing another branch or pull request, leaving comments, or reconciling code review findings with repo reality.
github-issues	skills/workflow/github-issues/SKILL.md	/home/marcelo-karval/.codex/skills/github-issues/SKILL.md	4e0ae4d681d62e6db132d3e055fa5a88b7329e1b7924ea2a75f19f645f701b9a	Codex-native GitHub issue workflow guidance. Use when creating, reading, updating, triaging, or linking GitHub issues through MCP, gh, or REST.
github-pr-workflow	skills/workflow/github-pr-workflow/SKILL.md	/home/marcelo-karval/.codex/skills/github-pr-workflow/SKILL.md	49afe4b3813ae5b297f31a02f99d8a3e1a290994667a010519bf8482b7ead644	Codex-native pull request lifecycle guidance. Use when creating a branch, opening a PR, checking CI, updating the PR, or merging through GitHub-aware tooling.
github-repo-management	skills/workflow/github-repo-management/SKILL.md	/home/marcelo-karval/.codex/skills/github-repo-management/SKILL.md	55275901c0f17256b5d7de99b3b9b27621d45c9ff8a7b30e381b677929c439b6	Codex-native repository setup and remote-management guidance. Use when cloning, creating, forking, wiring remotes, or checking a repo's GitHub connectivity and identity.
governance-audit	skills/governance/governance-audit/SKILL.md	/home/marcelo-karval/.codex/skills/governance-audit/SKILL.md	07f14be9d0dee48c08d2b479cd6c4c51a412a37bb1261b0a05b67acad142b69a	Use when the task is not implementing a feature but auditing stack adherence, dependency posture, legacy drift, transport choice, validation boundaries, or repo-wide architectural consistency against the active stack constitution.
i18n-patterns	skills/frontend/i18n-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/i18n-patterns/SKILL.md	4667dd8ee64f572e3eeca9884054c91b5ec62a53cab9f51296c3496c8510b60e	Use when user-facing text, locale packs, translation boundaries, runtime locale proof, backend/frontend copy ownership, or mixed-language drift are part of the change.
inertia-patterns	skills/backend/inertia-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/inertia-patterns/SKILL.md	ab43568e22491f27d66f0f3934af90f8ae41129dfb87586173d0d88424a4252c	Codex-native Inertia.js patterns for Django + React, covering server-driven props, navigation, layout hierarchy, partial reloads, and page-name contracts.
inertia-runtime-persistence-audit	skills/frontend/inertia-runtime-persistence-audit/SKILL.md	/home/marcelo-karval/.codex/skills/inertia-runtime-persistence-audit/SKILL.md	4b420e0b8271712c2d3ffeac09d131ac4ff8849e51e25ae6d82ec0ecd4d7a934	Use when Inertia navigation feels flickery, shells or headers seem to re-render too broadly, tabs or local navigation trigger visible churn, or persistent layout, partial reload, deferred prop, and page-meta behavior need architectural review.
inertia-shared-props	skills/backend/inertia-shared-props/SKILL.md	/home/marcelo-karval/.codex/skills/inertia-shared-props/SKILL.md	3b1ee21728fe9f2e8800eff1fee9c578d9415424405c9efa31426e481acf9a53	Fullstack skill. Backend: InertiaShareMiddleware implementation,
inngest-patterns	skills/runtime/inngest-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/inngest-patterns/SKILL.md	c1213c730ec0fc910617a2ce9d2e5af2db17a6d1cb1b64a0e26153dd3750d6cb	Optional Inngest guidance for jobs and event-driven workflows, covering idempotency, retries, concurrency, triggers, observability, and replay safety.
legacy-first-protocol	skills/legacy/legacy-first-protocol/SKILL.md	/home/marcelo-karval/.codex/skills/legacy-first-protocol/SKILL.md	e19ce113774322cfc284a5aba581d00cac0d574652917970c5b1c67949e42650	Codex-native protocol for consulting donor legacy systems before creating new behavior in domains that already exist.
legacy-transplant	skills/legacy/legacy-transplant/SKILL.md	/home/marcelo-karval/.codex/skills/legacy-transplant/SKILL.md	05d07f58b237416babd5142846dca2b97b27a65925b79989c1df1246e4f228d1	Codex-native legacy adaptation protocol. Use when porting behavior from a declared donor legacy system into a new project so business truth is preserved without copying outdated file shapes, dependencies, or transport patterns.
linear-implementation-planner	skills/workflow/linear-implementation-planner/SKILL.md	/home/marcelo-karval/.codex/skills/linear-implementation-planner/SKILL.md	fd90bb43cad35ef5c6b501a0bde0250aebbfe637c9d40b65d6cb89e899a4bd9d	Use when Linear is the active workflow backend and issue scope or architectural decisions must become a dependency-aware implementation sequence.
linear-pm	skills/workflow/linear-pm/SKILL.md	/home/marcelo-karval/.codex/skills/linear-pm/SKILL.md	76b30e26c82bead32f082f4ff2616c0b24f9e8dac382cb28d92ab3e27bf345fb	Codex-native operating skill for creating, structuring, reviewing, and executing Linear issues with rich execution guides and dependency awareness.
linear-progress-reporter	skills/workflow/linear-progress-reporter/SKILL.md	/home/marcelo-karval/.codex/skills/linear-progress-reporter/SKILL.md	0cef5dc770740963438ec3068e074336104e8a210d9e177538fb6c92e02ee8eb	Codex-native progress-reporting skill for Linear execution summaries, blocker reporting, and structured status communication.
linear-workflow-orchestrator	skills/workflow/linear-workflow-orchestrator/SKILL.md	/home/marcelo-karval/.codex/skills/linear-workflow-orchestrator/SKILL.md	1e84db3767e47fbb04e8f681b60f66ff8af045a56269848f18f5b89a9d190fd0	Codex-native orchestration skill for dependency-aware multi-issue Linear workflows, sequencing, and critical-path planning.
mcporter	skills/runtime/mcporter/SKILL.md	/home/marcelo-karval/.codex/skills/mcporter/SKILL.md	b9ef33f202653f90099c46f1486e1be2725a76d077c91a2a415d4460f6ca1c1f	Codex-native guidance for using the mcporter CLI to list, configure, auth, and call MCP servers/tools directly from the terminal, including ad-hoc servers and config edits.
native-mcp	skills/runtime/native-mcp/SKILL.md	/home/marcelo-karval/.codex/skills/native-mcp/SKILL.md	4cd0aedd2be7fa3f6631cd9ec2934d3103c7454d4e25be9bb2073a703afba1f3	Codex-native MCP client guide for configuring and using MCP servers through ~/.codex/config.toml. Use when adding servers, understanding transport options, or troubleshooting why MCP-backed tools are or are not available.
neon-postgres-patterns	skills/data/neon-postgres-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/neon-postgres-patterns/SKILL.md	f6210b49772403c3471da78a617d18dc57c574f283e8fa909deb3fdeb7713dc6	Optional Neon Postgres guidance for Next.js fullstack profiles, covering connection posture, pooling, branches, migrations, previews, backups, and database proof.
nextjs-app-router-patterns	skills/frontend/nextjs-app-router-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/nextjs-app-router-patterns/SKILL.md	5e43bfac43335c60af34e1d8fbc5389d6adea48d08a57ac6ce79ca2afe22648f	Codex-native Next.js App Router patterns for fullstack profiles, covering layouts, Server Components, Server Actions, Route Handlers, cache/revalidation, middleware, runtime boundaries, cookies/headers, redirects, streaming, and error boundaries.
nodemailer-patterns	skills/runtime/nodemailer-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/nodemailer-patterns/SKILL.md	a2e312280f8dc1cbf7217e8df6a96b4121998d5982cad7ddfd1984a999c4085e	Optional Nodemailer guidance for SMTP mail, transport configuration, test/fake proof, retries, templates, and failure handling.
parallel-agents	skills/workflow/parallel-agents/SKILL.md	/home/marcelo-karval/.codex/skills/parallel-agents/SKILL.md	0cd8067e573c5aca9300d99d43a9d77b5d5cd850850a5bf5eefdd1ebdeb7c396	Codex-native orchestration guidance for parallelizing independent analysis, reads, and validations without assuming hidden local agent runtime.
payment-integration	skills/data/payment-integration/SKILL.md	/home/marcelo-karval/.codex/skills/payment-integration/SKILL.md	b02c4abcb18092c50e5ceda147cc6b480842e5173308e65e3bd1e3b01c1771cd	Codex-native payment workflow guidance for checkout, subscriptions, idempotency, refunds, and asynchronous provider-event handling.
pgboss-patterns	skills/runtime/pgboss-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/pgboss-patterns/SKILL.md	38d93798cc70e52c032a2cafbaa1298a1208484d0470d24627444687b9c11df0	Optional pg-boss guidance for Postgres-backed jobs, transactional enqueue, retries, idempotency, and operational proof.
plane	skills/workflow/plane/SKILL.md	/home/marcelo-karval/.codex/skills/plane/SKILL.md	85aa87a55856354a3d954278f3361ed184772113d008398e85d1ac637840f0dc	Governed Plane work-item operations for Codex. Use when reading, creating, hydrating, updating, commenting on, transitioning, reviewing, or closing Plane work items; when shaping issue scope, acceptance, ownership, dependencies, priority, or lifecycle evidence; and when diagnosing Plane MCP/provider behavior. Use this skill before any Plane mutation or completion claim.
planning-with-files	skills/workflow/planning-with-files/SKILL.md	/home/marcelo-karval/.codex/skills/planning-with-files/SKILL.md	755322d1450db3c546de9f00e43b2d9370ba3ce0d5948ca3dffe6da539ff4c93	File-based planning skill for Codex using persistent markdown in the project workspace to track plan, findings, and progress across complex tasks.
playwright-patterns	skills/runtime/playwright-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/playwright-patterns/SKILL.md	9f893f7dc2dfa406d4355fb3ee84083adbd5e840464ba8d9ad1051c6cd16a42f	Use for persistent Playwright regression, Playwright or Chrome DevTools MCP versions and capabilities, agent-browser headless automation, SSH/CI execution, Missing X failures, XRDP fallback questions, browser revision preflight, screenshots, sanitized network evidence, selectors, fixtures, traces, retries, and flake triage.
postgres-best-practices	skills/data/postgres-best-practices/SKILL.md	/home/marcelo-karval/.codex/skills/postgres-best-practices/SKILL.md	b37aaf973bd592aaa5a7d81594d18b7d918f9072219acf69016b23c6892f7210	Codex-native PostgreSQL best practices for schema quality, indexing, concurrency, and migration-aware database decisions.
postgresql	skills/data/postgresql/SKILL.md	/home/marcelo-karval/.codex/skills/postgresql/SKILL.md	5ece0de7d3d03022e531278f1237841e77bdd117f9ab5f10a453d3d9de561429	Codex-native PostgreSQL-specific table, column, constraint, and index design guidance.
postmark-patterns	skills/runtime/postmark-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/postmark-patterns/SKILL.md	efbd1f2b30990ecb56decbba1b31f23dcc7448e74a3c7e235063128eab491c5d	Optional Postmark mail guidance for transactional email streams, templates, test/fake proof, bounces, webhooks, and user-visible state.
premium-design-benchmark-corpus	skills/design-system/premium-design-benchmark-corpus/SKILL.md	/home/marcelo-karval/.codex/skills/premium-design-benchmark-corpus/SKILL.md	2e235d754ad52776990b015eb38401847f52743b6b5a154f85c0d8b6231fbf98	Repo-local Accelerate corpus for anti-AI-template premium UI judgment, benchmark selection, and influence mapping without depending on external user-home skills.
prisma-patterns	skills/data/prisma-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/prisma-patterns/SKILL.md	f9cecd4069c4e31f2293872b7b01511bda094e08a71c090e10c45d23c1bf1bf4	Codex-native Prisma guidance for Next.js fullstack profiles, covering schema authority, migrations, generated client discipline, transactions, query shape, and deployment posture.
product-runtime-review	skills/review/product-runtime-review/SKILL.md	/home/marcelo-karval/.codex/skills/product-runtime-review/SKILL.md	2e3f1364537c0060be80f58f4279b94de0bcb2ab967c2a4c8ac241d76d000a87	Use when implementing or reviewing a user-facing flow that can be technically correct but still poor as product, especially auth, onboarding, settings, billing, self-service, staged forms, and server-driven runtime interactions.
prompt-hardening	skills/root/prompt-hardening/SKILL.md	/home/marcelo-karval/.codex/skills/prompt-hardening/SKILL.md	41c5df7897271e154a079ef7f5002cee0367e4049acdbd811af06cb5ecd2a5d5	Use when a software-engineering request is long, ambiguous, multi-phase, architecture-heavy, or likely to drift unless it is converted into a bounded execution-ready prompt.
python-pro	skills/backend/python-pro/SKILL.md	/home/marcelo-karval/.codex/skills/python-pro/SKILL.md	490200f7b4129759114c12679f5879e90cf9218eeaa491b9b6f83b762cdd8bc8	Codex-native modern Python 3.12+ guidance for typed, maintainable, project-aligned backend and tooling code.
python-testing	skills/backend/python-testing/SKILL.md	/home/marcelo-karval/.codex/skills/python-testing/SKILL.md	8b4aa0d1b68ddf22f6f49c3570aed6141bfa5fa135a84d082a6193c4529a475d	Use when writing or fixing Python tests, especially pytest-based Django/service tests, ownership boundaries, regression coverage, factories, or behavior-focused backend validation.
qstash-patterns	skills/runtime/qstash-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/qstash-patterns/SKILL.md	c3f723b912c13a086773871af16bc74107d930b43800fe3f6aad456403d9f93f	Optional QStash guidance for HTTP-delivered jobs, schedules, signatures, retries, idempotency, and replay-safe handlers.
rabbitmq-patterns	skills/runtime/rabbitmq-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/rabbitmq-patterns/SKILL.md	3591513fd7842bf8b75b1b09161927266bf88a52282fd77b7b17b8401636628d	RabbitMQ and AMQP runtime guidance for broker topology, queues, exchanges, routing keys, acknowledgements, prefetch, retries, dead letters, workers, secrets, and operational proof.
react-best-practices	skills/frontend/react-best-practices/SKILL.md	/home/marcelo-karval/.codex/skills/react-best-practices/SKILL.md	7606ef36c4deb5766154a0037d851bace50640686664aa1cac7299556d44edcf	Codex-native React quality and performance guidance focused on readable rendering, pragmatic optimization, and project-aligned modern patterns.
redis-patterns	skills/runtime/redis-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/redis-patterns/SKILL.md	0a425fb38a1478ddb6a3bd8b5c193a8014921cf843bdfe8e7e9cca71ac5ef859	Redis runtime guidance for cache, locks, sessions, pub/sub, rate limits, queue adjacency, invalidation, TTLs, stampede control, secrets, and operational proof.
requesting-code-review	skills/review/requesting-code-review/SKILL.md	/home/marcelo-karval/.codex/skills/requesting-code-review/SKILL.md	fac05d13e7e988ae576346c098eb8397d5eeb112f48b11bc74f8a0f57dd54e29	Prepare and request an independent read-only review of an implementation or governed engineering change. Use after a bounded implementation batch or before merge/release readiness when code, tests, docs, config, or workflow changes must be checked against the accepted specification without granting the reviewer mutation, publication, or acceptance authority.
resend-patterns	skills/runtime/resend-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/resend-patterns/SKILL.md	55fa7d4c644854f1c1358292991b97fd7a3b8bda45dfa9fb7b513d4c2ceee18f	Optional Resend mail guidance for transactional email, templates, provider events, test/fake proof, bounces, and user-visible state.
s3-r2-storage-patterns	skills/runtime/s3-r2-storage-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/s3-r2-storage-patterns/SKILL.md	1baef1761ec8adc79ed8421ae57eb94525bd995eb16bdaf5ec2312705a017e1b	Optional S3/R2 storage guidance for uploads, object ownership, visibility, signed URLs, lifecycle, deletion/export posture, and untrusted ingress hardening.
security-patterns	skills/security/security-patterns/SKILL.md	/home/marcelo-karval/.codex/skills/security-patterns/SKILL.md	ca61d33648c72c79a1d3d25f4331540e6af82549f731398a5a1816f581379cf1	Implement or review security-sensitive behavior across trust boundaries, authorization and ownership, secrets, hostile input, supply-chain provenance, provider ingress, and race-safe critical mutations. Use for auth, PII, billing, uploads, webhooks, dependencies, or other work requiring STRIDE analysis, exploitability judgment, safe proof, and fail-closed negative coverage.
